"var","hr","pval","hr_ci95"
"tnm_stageIV",3.9,"4.60e-03","1.5 to 10.2"
"nmdfs_med.wt.catmed",0.7,"1.32e-01","0.4 to 1.1"
"nmdfs_med.wt.cathigh",1.1,"8.39e-01","0.6 to 1.8"
"age.cat>=65",1.3,"1.93e-01","0.9 to 2.1"
"gendermale",0.9,"7.32e-01","0.6 to 1.4"
"tnm_stageII",1.3,"4.94e-01","0.6 to 3"
"tnm_stageIII",2.3,"4.00e-02","1 to 4.9"
"tnm_stageIV",4,"4.51e-03","1.5 to 10.2"
"nmdfs_mean.catmed",0.9,"6.98e-01","0.5 to 1.5"
"nmdfs_mean.cathigh",1.1,"7.51e-01","0.6 to 2"
"age.cat>=65",1.3,"2.27e-01","0.8 to 2.1"
"gendermale",1,"8.71e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.09e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.85e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"5.69e-03","1.5 to 10"
"nmdfs_mean.wt.catmed",0.9,"8.29e-01","0.5 to 1.6"
"nmdfs_mean.wt.cathigh",1.2,"4.66e-01","0.7 to 2.2"
"age.cat>=65",1.3,"2.47e-01","0.8 to 2"
"gendermale",0.9,"8.16e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.19e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.33e-02","1.1 to 5.1"
"tnm_stageIV",3.9,"5.22e-03","1.5 to 10"
"nmdns_max.catmed",0.7,"2.05e-01","0.4 to 1.2"
"nmdns_max.cathigh",1,"9.45e-01","0.5 to 1.7"
"age.cat>=65",1.4,"1.57e-01","0.9 to 2.2"
"gendermale",1,"9.60e-01","0.6 to 1.6"
"tnm_stageII",1.4,"4.42e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.34e-02","1.1 to 5.3"
"tnm_stageIV",4.2,"3.38e-03","1.6 to 10.9"
"nmdns_n_decayed.catmed",0.9,"6.20e-01","0.5 to 1.5"
"nmdns_n_decayed.cathigh",1,"8.63e-01","0.5 to 1.7"
"age.cat>=65",1.3,"2.63e-01","0.8 to 2"
"gendermale",1,"8.85e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.65e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.31e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.80e-03","1.5 to 9.8"
"nmdns_frac_decayed.catmed",0.7,"1.38e-01","0.4 to 1.1"
"nmdns_frac_decayed.cathigh",1,"8.64e-01","0.6 to 1.6"
"age.cat>=65",1.3,"2.12e-01","0.9 to 2.1"
"gendermale",0.9,"8.16e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.07e-01","0.6 to 3.2"
"tnm_stageIII",2.5,"1.90e-02","1.2 to 5.5"
"tnm_stageIV",4.1,"3.75e-03","1.6 to 10.5"
"nmdns_med.catmed",0.9,"5.46e-01","0.5 to 1.4"
"nmdns_med.cathigh",0.9,"6.25e-01","0.5 to 1.6"
"age.cat>=65",1.3,"2.23e-01","0.8 to 2.1"
"gendermale",1,"8.54e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.83e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.61e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"5.50e-03","1.5 to 9.9"
"nmdns_med.wt.catmed",0.7,"1.26e-01","0.4 to 1.1"
"nmdns_med.wt.cathigh",0.8,"5.05e-01","0.5 to 1.5"
"age.cat>=65",1.3,"2.15e-01","0.8 to 2.1"
"gendermale",0.9,"8.14e-01","0.6 to 1.5"
"tnm_stageII",1.4,"3.95e-01","0.6 to 3.2"
"tnm_stageIII",2.4,"2.40e-02","1.1 to 5.3"
"tnm_stageIV",4,"4.46e-03","1.5 to 10.2"
"nmdns_mean.catmed",0.7,"2.25e-01","0.4 to 1.2"
"nmdns_mean.cathigh",0.8,"3.80e-01","0.4 to 1.4"
"age.cat>=65",1.3,"2.06e-01","0.9 to 2.1"
"gendermale",0.9,"7.73e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.72e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.48e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"5.18e-03","1.5 to 9.9"
"nmdns_mean.wt.catmed",0.7,"1.52e-01","0.4 to 1.1"
"nmdns_mean.wt.cathigh",0.8,"4.98e-01","0.5 to 1.5"
"age.cat>=65",1.3,"2.06e-01","0.9 to 2.1"
"gendermale",1,"8.25e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.21e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.75e-02","1.1 to 5.2"
"tnm_stageIV",3.9,"4.98e-03","1.5 to 9.9"
