"var","hr","pval","hr_ci95"
"age.cat>=65",2.4,"9.87e-07","1.7 to 3.3"
"gendermale",1,"8.40e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.91e-05","1.6 to 4"
"total",1,"6.14e-01","1 to 1"
"age.cat>=65",2.3,"9.92e-07","1.7 to 3.3"
"gendermale",1,"8.40e-01","0.8 to 1.4"
"TMB.cathigh",4.8,"2.21e-14","3.2 to 7.3"
"PDL1.catmed",1.3,"1.86e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.71e-05","1.6 to 4"
"GZMA",1.1,"3.38e-04","1 to 1.1"
"age.cat>=65",2.2,"5.86e-06","1.6 to 3.1"
"gendermale",1,"8.48e-01","0.8 to 1.4"
"TMB.cathigh",4.8,"5.55e-16","3.3 to 7.1"
"PDL1.catmed",1.3,"2.01e-01","0.9 to 2"
"PDL1.cathigh",2.3,"4.00e-04","1.4 to 3.6"
"PRF1",1,"1.45e-01","1 to 1.1"
"age.cat>=65",2.3,"2.08e-06","1.6 to 3.3"
"gendermale",1,"8.23e-01","0.8 to 1.4"
"TMB.cathigh",4.8,"1.11e-15","3.3 to 7.1"
"PDL1.catmed",1.3,"2.00e-01","0.9 to 2"
"PDL1.cathigh",2.4,"2.50e-04","1.5 to 3.8"
"cyt",1.1,"5.42e-04","1 to 1.1"
"age.cat>=65",2.2,"1.04e-05","1.5 to 3.1"
"gendermale",1,"8.38e-01","0.8 to 1.4"
"TMB.cathigh",4.6,"1.67e-14","3.1 to 6.7"
"PDL1.catmed",1.3,"2.52e-01","0.8 to 2"
"PDL1.cathigh",2.2,"7.90e-04","1.4 to 3.5"
"nmdptc_max",1,"5.82e-01","1 to 1"
"age.cat>=65",2.4,"8.43e-07","1.7 to 3.3"
"gendermale",1,"8.50e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.4"
"PDL1.catmed",1.4,"1.64e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.89e-05","1.6 to 4.1"
"nmdptc_n_decayed",1,"5.64e-01","1 to 1"
"age.cat>=65",2.4,"8.27e-07","1.7 to 3.3"
"gendermale",1,"8.36e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"2.22e-16","3.5 to 7.5"
"PDL1.catmed",1.3,"1.69e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.85e-05","1.6 to 4.1"
"nmdptc_frac_decayed",1.1,"7.34e-01","0.7 to 1.6"
"age.cat>=65",2.4,"8.55e-07","1.7 to 3.3"
"gendermale",1,"8.64e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.74e-01","0.9 to 2"
"PDL1.cathigh",2.6,"5.42e-05","1.6 to 4.1"
"nmdptc_med",1,"3.67e-01","1 to 1.1"
"age.cat>=65",2.4,"9.40e-07","1.7 to 3.3"
"gendermale",1,"8.63e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.5"
"PDL1.catmed",1.4,"1.56e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"3.94e-05","1.7 to 4.1"
"nmdptc_med.wt",1.1,"2.69e-01","1 to 1.2"
"age.cat>=65",2.4,"9.29e-07","1.7 to 3.3"
"gendermale",1,"8.50e-01","0.8 to 1.4"
"TMB.cathigh",5.2,"1.11e-16","3.5 to 7.7"
"PDL1.catmed",1.4,"1.61e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"3.81e-05","1.7 to 4.1"
"nmdptc_mean",1,"6.05e-01","0.9 to 1.1"
"age.cat>=65",2.4,"9.27e-07","1.7 to 3.3"
"gendermale",1,"8.59e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.4,"1.65e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.94e-05","1.6 to 4.1"
"nmdptc_mean.wt",1,"3.48e-01","0.9 to 1.2"
"age.cat>=65",2.4,"9.33e-07","1.7 to 3.3"
"gendermale",1,"8.59e-01","0.8 to 1.4"
"TMB.cathigh",5.2,"1.11e-16","3.5 to 7.6"
"PDL1.catmed",1.4,"1.64e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.16e-05","1.6 to 4.1"
"nmdfs_max",1,"3.20e-01","1 to 1"
"age.cat>=65",2.3,"1.14e-06","1.7 to 3.3"
"gendermale",1,"8.04e-01","0.8 to 1.4"
"TMB.cathigh",5.3,"2.22e-16","3.6 to 7.9"
"PDL1.catmed",1.3,"1.79e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.21e-05","1.6 to 4.1"
"nmdfs_n_decayed",1,"4.64e-01","1 to 1"
"age.cat>=65",2.3,"1.01e-06","1.7 to 3.3"
"gendermale",1,"8.04e-01","0.8 to 1.4"
"TMB.cathigh",5.2,"4.44e-16","3.5 to 7.8"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.71e-05","1.6 to 4.1"
"nmdfs_frac_decayed",1.3,"1.73e-01","0.9 to 1.9"
"age.cat>=65",2.4,"8.19e-07","1.7 to 3.3"
"gendermale",1,"9.74e-01","0.7 to 1.4"
"TMB.cathigh",5.2,"0.00e+00","3.6 to 7.7"
"PDL1.catmed",1.3,"1.74e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.24e-05","1.6 to 4"
"nmdfs_med",1.1,"1.70e-01","1 to 1.1"
"age.cat>=65",2.3,"1.51e-06","1.6 to 3.3"
"gendermale",1,"8.26e-01","0.8 to 1.4"
"TMB.cathigh",5.4,"1.11e-16","3.6 to 8.1"
"PDL1.catmed",1.3,"1.81e-01","0.9 to 2"
"PDL1.cathigh",2.6,"3.88e-05","1.6 to 4.1"
"nmdfs_med.wt",1,"2.10e-01","1 to 1.1"
"age.cat>=65",2.3,"1.42e-06","1.6 to 3.3"
"gendermale",1,"8.24e-01","0.8 to 1.4"
"TMB.cathigh",5.4,"1.11e-16","3.6 to 8"
"PDL1.catmed",1.3,"1.85e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.08e-05","1.6 to 4.1"
"nmdfs_mean",1.1,"1.78e-01","1 to 1.1"
"age.cat>=65",2.3,"1.54e-06","1.6 to 3.3"
"gendermale",1,"8.28e-01","0.8 to 1.4"
"TMB.cathigh",5.4,"1.11e-16","3.6 to 8"
"PDL1.catmed",1.3,"1.79e-01","0.9 to 2"
"PDL1.cathigh",2.6,"3.84e-05","1.6 to 4.1"
"nmdfs_mean.wt",1,"2.06e-01","1 to 1.1"
"age.cat>=65",2.3,"1.46e-06","1.6 to 3.3"
"gendermale",1,"8.25e-01","0.8 to 1.4"
"TMB.cathigh",5.4,"1.11e-16","3.6 to 8"
"PDL1.catmed",1.3,"1.85e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.06e-05","1.6 to 4.1"
"nmdns_max",1,"8.69e-01","1 to 1"
"age.cat>=65",2.3,"1.56e-06","1.7 to 3.3"
"gendermale",1,"8.37e-01","0.8 to 1.4"
"TMB.cathigh",5,"4.44e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.91e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.19e-05","1.6 to 4"
"nmdns_n_decayed",1,"9.54e-01","1 to 1"
"age.cat>=65",2.4,"1.20e-06","1.7 to 3.3"
"gendermale",1,"8.42e-01","0.8 to 1.4"
"TMB.cathigh",5,"5.55e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.21e-05","1.6 to 4"
"nmdns_frac_decayed",0.9,"5.97e-01","0.6 to 1.3"
"age.cat>=65",2.3,"1.18e-06","1.7 to 3.3"
"gendermale",1,"8.49e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"2.02e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.06e-04","1.6 to 3.9"
"nmdns_med",1,"8.56e-01","1 to 1"
"age.cat>=65",2.3,"1.39e-06","1.7 to 3.3"
"gendermale",1,"8.38e-01","0.8 to 1.4"
"TMB.cathigh",5,"3.33e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.94e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.87e-05","1.6 to 4"
"nmdns_med.wt",1,"9.91e-01","1 to 1"
"age.cat>=65",2.4,"1.17e-06","1.7 to 3.3"
"gendermale",1,"8.40e-01","0.8 to 1.4"
"TMB.cathigh",5,"3.33e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.86e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.93e-05","1.6 to 4"
"nmdns_mean",1,"8.16e-01","0.9 to 1"
"age.cat>=65",2.3,"1.47e-06","1.7 to 3.3"
"gendermale",1,"8.36e-01","0.8 to 1.4"
"TMB.cathigh",5,"3.33e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.96e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.12e-05","1.6 to 4"
"nmdns_mean.wt",1,"9.63e-01","1 to 1"
"age.cat>=65",2.4,"1.22e-06","1.7 to 3.3"
"gendermale",1,"8.40e-01","0.8 to 1.4"
"TMB.cathigh",5,"3.33e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.87e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.04e-05","1.6 to 4"
"TNFRSF4_cna",1.4,"9.34e-03","1.1 to 1.7"
"age.cat>=65",2.3,"2.56e-06","1.6 to 3.2"
"gendermale",1,"8.46e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"4.44e-16","3.3 to 7.2"
"PDL1.catmed",1.3,"2.89e-01","0.8 to 1.9"
"PDL1.cathigh",2.3,"4.11e-04","1.4 to 3.6"
"CNKSR1_cna",1.5,"7.65e-03","1.1 to 1.9"
"age.cat>=65",2.3,"1.56e-06","1.6 to 3.3"
"gendermale",1,"9.40e-01","0.8 to 1.4"
"TMB.cathigh",4.7,"2.11e-15","3.2 to 6.9"
"PDL1.catmed",1.3,"2.87e-01","0.8 to 1.9"
"PDL1.cathigh",2.3,"4.98e-04","1.4 to 3.6"
"FUBP1_cna",1.4,"1.20e-02","1.1 to 1.9"
"age.cat>=65",2.3,"1.90e-06","1.6 to 3.2"
"gendermale",1,"9.26e-01","0.8 to 1.4"
"TMB.cathigh",4.8,"1.44e-15","3.2 to 7"
"PDL1.catmed",1.3,"2.53e-01","0.8 to 2"
"PDL1.cathigh",2.2,"6.64e-04","1.4 to 3.5"
"FUBP1_mut",0.6,"2.04e-01","0.3 to 1.3"
"age.cat>=65",2.3,"9.74e-07","1.7 to 3.3"
"gendermale",1,"9.43e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"2.22e-16","3.4 to 7.2"
"PDL1.catmed",1.3,"1.88e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.20e-05","1.6 to 3.9"
"IL10_cna",1,"8.83e-01","0.7 to 1.4"
"age.cat>=65",2.4,"1.02e-06","1.7 to 3.3"
"gendermale",1,"8.37e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.81e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.73e-05","1.6 to 4"
"IRF6_cna",1,"9.71e-01","0.7 to 1.4"
"age.cat>=65",2.4,"9.60e-07","1.7 to 3.3"
"gendermale",1,"8.43e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.83e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.77e-05","1.6 to 4"
"DNMT3A_cna",1.1,"6.50e-01","0.7 to 1.7"
"age.cat>=65",2.4,"8.23e-07","1.7 to 3.3"
"gendermale",1,"8.47e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.85e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.78e-05","1.6 to 4"
"DNMT3A_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",2.4,"9.10e-07","1.7 to 3.3"
"gendermale",1,"8.29e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.77e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.63e-05","1.6 to 4"
"SOS1_cna",1,"9.81e-01","0.6 to 1.6"
"age.cat>=65",2.4,"9.11e-07","1.7 to 3.3"
"gendermale",1,"8.40e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.98e-05","1.6 to 4"
"CASP8_cna",1.1,"6.49e-01","0.7 to 1.9"
"age.cat>=65",2.4,"8.52e-07","1.7 to 3.3"
"gendermale",1,"8.29e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.87e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.18e-05","1.6 to 4"
"CTLA4_cna",1.1,"6.49e-01","0.7 to 1.9"
"age.cat>=65",2.4,"8.52e-07","1.7 to 3.3"
"gendermale",1,"8.29e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.87e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.18e-05","1.6 to 4"
"DNER_cna",1.3,"2.60e-01","0.8 to 1.9"
"age.cat>=65",2.4,"6.60e-07","1.7 to 3.3"
"gendermale",1,"9.14e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"2.03e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.20e-04","1.6 to 3.9"
"PDCD1_cna",1.3,"1.14e-01","0.9 to 1.7"
"age.cat>=65",2.4,"3.42e-07","1.7 to 3.4"
"gendermale",1,"8.05e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"2.06e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.34e-05","1.6 to 3.9"
"SLC22A14_cna",1.1,"6.11e-01","0.8 to 1.6"
"age.cat>=65",2.4,"8.60e-07","1.7 to 3.3"
"gendermale",1,"9.21e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.84e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.96e-05","1.6 to 4"
"PIK3CA_cna",1,"9.60e-01","0.8 to 1.3"
"age.cat>=65",2.4,"1.48e-06","1.7 to 3.3"
"gendermale",1,"8.41e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.77e-05","1.6 to 4"
"PIK3CA_mut",0.5,"3.45e-01","0.1 to 1.9"
"age.cat>=65",2.3,"1.00e-06","1.7 to 3.3"
"gendermale",1,"8.54e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"2.00e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.89e-05","1.6 to 4"
"CXCL9_cna",1.2,"2.55e-01","0.9 to 1.6"
"age.cat>=65",2.3,"1.48e-06","1.6 to 3.3"
"gendermale",1.1,"6.81e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.97e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.02e-05","1.6 to 3.9"
"CXCL10_cna",1.2,"2.55e-01","0.9 to 1.6"
"age.cat>=65",2.3,"1.48e-06","1.6 to 3.3"
"gendermale",1.1,"6.81e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.97e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.02e-05","1.6 to 3.9"
"CXCL11_cna",1.2,"2.55e-01","0.9 to 1.6"
"age.cat>=65",2.3,"1.48e-06","1.6 to 3.3"
"gendermale",1.1,"6.81e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.97e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.02e-05","1.6 to 3.9"
"TET2_cna",1.3,"1.40e-01","0.9 to 1.7"
"age.cat>=65",2.3,"1.96e-06","1.6 to 3.2"
"gendermale",1.1,"6.25e-01","0.8 to 1.5"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"2.11e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.01e-04","1.6 to 3.9"
"IL2_cna",1.2,"1.75e-01","0.9 to 1.6"
"age.cat>=65",2.3,"2.33e-06","1.6 to 3.2"
"gendermale",1.1,"6.65e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.4"
"PDL1.catmed",1.3,"2.04e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.08e-04","1.6 to 3.9"
"IRF1_cna",1,"9.72e-01","0.7 to 1.4"
"age.cat>=65",2.4,"1.03e-06","1.7 to 3.3"
"gendermale",1,"8.45e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.17e-05","1.6 to 4"
"HAVCR2_cna",0.9,"4.17e-01","0.6 to 1.2"
"age.cat>=65",2.4,"6.76e-07","1.7 to 3.4"
"gendermale",1,"9.28e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.74e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.34e-05","1.6 to 4.1"
"TAP1_cna",0.6,"4.53e-03","0.4 to 0.8"
"age.cat>=65",2.5,"1.92e-07","1.8 to 3.5"
"gendermale",1,"8.77e-01","0.8 to 1.4"
"TMB.cathigh",4.7,"3.55e-15","3.2 to 6.9"
"PDL1.catmed",1.4,"1.45e-01","0.9 to 2.1"
"PDL1.cathigh",2.5,"9.45e-05","1.6 to 3.9"
"IFNGR1_cna",0.7,"7.51e-03","0.5 to 0.9"
"age.cat>=65",2.3,"1.34e-06","1.7 to 3.3"
"gendermale",1,"7.85e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"5.55e-16","3.3 to 7.2"
"PDL1.catmed",1.4,"1.35e-01","0.9 to 2.1"
"PDL1.cathigh",2.5,"8.65e-05","1.6 to 3.9"
"MUC17_cna",1.6,"1.64e-03","1.2 to 2.1"
"age.cat>=65",2.1,"3.15e-05","1.5 to 3"
"gendermale",1.1,"6.16e-01","0.8 to 1.5"
"TMB.cathigh",4.5,"4.45e-14","3 to 6.6"
"PDL1.catmed",1.3,"2.21e-01","0.9 to 2"
"PDL1.cathigh",2.4,"1.37e-04","1.5 to 3.8"
"MET_cna",1.3,"8.86e-02","1 to 1.6"
"age.cat>=65",2.3,"3.26e-06","1.6 to 3.2"
"gendermale",1,"8.44e-01","0.8 to 1.4"
"TMB.cathigh",4.7,"1.28e-14","3.1 to 6.9"
"PDL1.catmed",1.3,"2.01e-01","0.9 to 2"
"PDL1.cathigh",2.4,"1.96e-04","1.5 to 3.8"
"MET_mut",0,"9.93e-01","0 to Inf"
"age.cat>=65",2.4,"8.34e-07","1.7 to 3.3"
"gendermale",1,"8.90e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"2.22e-16","3.4 to 7.2"
"PDL1.catmed",1.3,"1.67e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"5.12e-05","1.6 to 4"
"IDO1_cna",0.9,"5.85e-01","0.7 to 1.2"
"age.cat>=65",2.3,"1.08e-06","1.7 to 3.3"
"gendermale",1,"8.10e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.79e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.90e-05","1.6 to 4"
"JAK2_cna",0.8,"1.45e-01","0.7 to 1.1"
"age.cat>=65",2.3,"1.51e-06","1.6 to 3.3"
"gendermale",1,"9.32e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"3.33e-16","3.4 to 7.2"
"PDL1.catmed",1.3,"2.12e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.92e-05","1.6 to 4"
"JAK2_mut",0,"9.93e-01","0 to Inf"
"age.cat>=65",2.3,"1.32e-06","1.7 to 3.3"
"gendermale",1,"7.77e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.4"
"PDL1.catmed",1.3,"1.64e-01","0.9 to 2.1"
"PDL1.cathigh",2.5,"6.03e-05","1.6 to 4"
"CD274_cna",0.8,"8.83e-02","0.6 to 1"
"age.cat>=65",2.3,"1.81e-06","1.6 to 3.2"
"gendermale",1,"9.38e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"3.33e-16","3.4 to 7.2"
"PDL1.catmed",1.3,"2.04e-01","0.9 to 2"
"PDL1.cathigh",2.6,"5.16e-05","1.6 to 4"
"COL5A1_cna",0.8,"1.81e-01","0.6 to 1.1"
"age.cat>=65",2.3,"1.00e-06","1.7 to 3.3"
"gendermale",1,"7.57e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"2.33e-01","0.8 to 2"
"PDL1.cathigh",2.5,"6.28e-05","1.6 to 4"
"ARID5B_cna",0.3,"3.27e-11","0.2 to 0.4"
"age.cat>=65",1.9,"2.27e-04","1.4 to 2.7"
"gendermale",1,"8.91e-01","0.7 to 1.3"
"TMB.cathigh",2.9,"2.56e-06","1.8 to 4.4"
"PDL1.catmed",1,"9.26e-01","0.7 to 1.6"
"PDL1.cathigh",1.5,"1.05e-01","0.9 to 2.4"
"ARID5B_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",2.3,"1.21e-06","1.7 to 3.3"
"gendermale",1,"7.95e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.4"
"PDL1.catmed",1.3,"1.69e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.99e-05","1.6 to 4"
"OVOL1_cna",0.8,"2.04e-01","0.5 to 1.1"
"age.cat>=65",2.5,"4.44e-07","1.7 to 3.5"
"gendermale",1,"8.94e-01","0.8 to 1.4"
"TMB.cathigh",4.8,"2.66e-15","3.3 to 7.1"
"PDL1.catmed",1.3,"1.99e-01","0.9 to 2"
"PDL1.cathigh",2.4,"1.79e-04","1.5 to 3.8"
"LAG3_cna",0.9,"4.92e-01","0.7 to 1.2"
"age.cat>=65",2.3,"1.30e-06","1.7 to 3.3"
"gendermale",1,"7.70e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.76e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.36e-05","1.6 to 4"
"ARID2_cna",1.2,"3.11e-01","0.9 to 1.6"
