"var","hr","pval","hr_ci95"
"tnm_stageIV",3.2,"5.04e-02","1 to 10.1"
"nmdfs_mean.wt.catmed",1.9,"8.42e-03","1.2 to 3.1"
"nmdfs_mean.wt.cathigh",1.3,"3.11e-01","0.8 to 2.4"
"age.cat>=65",1.6,"1.40e-02","1.1 to 2.3"
"gendermale",0.9,"5.11e-01","0.6 to 1.3"
"tnm_stageII",1.8,"3.35e-01","0.5 to 6.2"
"tnm_stageIII",2.1,"2.26e-01","0.6 to 7.3"
"tnm_stageIV",3.1,"5.77e-02","1 to 9.7"
"nmdns_max.catmed",2.1,"4.85e-03","1.3 to 3.6"
"nmdns_max.cathigh",2,"1.57e-02","1.1 to 3.7"
"age.cat>=65",1.6,"1.76e-02","1.1 to 2.3"
"gendermale",0.8,"2.91e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.22e-01","0.5 to 5.6"
"tnm_stageIII",2.1,"2.40e-01","0.6 to 7.2"
"tnm_stageIV",2.8,"8.03e-02","0.9 to 8.9"
"nmdns_n_decayed.catmed",1.3,"2.70e-01","0.8 to 2"
"nmdns_n_decayed.cathigh",1.1,"6.06e-01","0.7 to 1.9"
"age.cat>=65",1.6,"1.26e-02","1.1 to 2.3"
"gendermale",0.8,"2.33e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.83e-01","0.5 to 5.8"
"tnm_stageIII",2.1,"2.38e-01","0.6 to 7.2"
"tnm_stageIV",2.8,"7.96e-02","0.9 to 8.9"
"nmdns_frac_decayed.catmed",1.5,"1.04e-01","0.9 to 2.4"
"nmdns_frac_decayed.cathigh",1.4,"2.56e-01","0.8 to 2.3"
"age.cat>=65",1.6,"1.20e-02","1.1 to 2.3"
"gendermale",0.8,"2.41e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.67e-01","0.5 to 5.9"
"tnm_stageIII",2.2,"2.20e-01","0.6 to 7.4"
"tnm_stageIV",2.9,"6.65e-02","0.9 to 9.4"
"nmdns_med.catmed",1.3,"3.12e-01","0.8 to 2.1"
"nmdns_med.cathigh",1.5,"1.06e-01","0.9 to 2.6"
"age.cat>=65",1.6,"1.01e-02","1.1 to 2.4"
"gendermale",0.8,"2.65e-01","0.5 to 1.2"
"tnm_stageII",1.7,"4.12e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.77e-01","0.6 to 6.9"
"tnm_stageIV",2.9,"7.59e-02","0.9 to 9.1"
"nmdns_med.wt.catmed",1.2,"4.75e-01","0.7 to 1.9"
"nmdns_med.wt.cathigh",1.4,"2.51e-01","0.8 to 2.3"
"age.cat>=65",1.6,"1.08e-02","1.1 to 2.4"
"gendermale",0.8,"2.22e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.83e-01","0.5 to 5.8"
"tnm_stageIII",2,"2.63e-01","0.6 to 6.9"
"tnm_stageIV",2.9,"7.37e-02","0.9 to 9.1"
"nmdns_mean.catmed",1.4,"1.87e-01","0.9 to 2.3"
"nmdns_mean.cathigh",1.6,"1.03e-01","0.9 to 2.7"
"age.cat>=65",1.6,"1.01e-02","1.1 to 2.4"
"gendermale",0.8,"3.02e-01","0.5 to 1.2"
"tnm_stageII",1.8,"3.55e-01","0.5 to 6"
"tnm_stageIII",2.1,"2.34e-01","0.6 to 7.3"
"tnm_stageIV",3,"6.59e-02","0.9 to 9.4"
"nmdns_mean.wt.catmed",1.2,"4.19e-01","0.8 to 2"
"nmdns_mean.wt.cathigh",1.4,"2.06e-01","0.8 to 2.4"
"age.cat>=65",1.6,"1.10e-02","1.1 to 2.4"
"gendermale",0.8,"2.16e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.77e-01","0.5 to 5.8"
"tnm_stageIII",2,"2.62e-01","0.6 to 6.9"
"tnm_stageIV",2.9,"7.42e-02","0.9 to 9.1"
