"var","hr","pval","hr_ci95"
"tnm_stageX",6.2,"2.36e-04","2.3 to 16.3"
"PDCD1_cna",1,"9.28e-01","0.7 to 1.3"
"age.cat>=65",2.6,"1.13e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.61e-02","1 to 3.1"
"tnm_stageIII",3.8,"1.07e-05","2.1 to 6.9"
"tnm_stageIV",13.1,"6.48e-11","6.1 to 28.5"
"tnm_stageX",6.1,"2.77e-04","2.3 to 16.3"
"PDCD1_mut",NA," NA","NA to NA"
"age.cat>=65",2.6,"1.13e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.45e-02","1 to 3.2"
"tnm_stageIII",3.8,"9.91e-06","2.1 to 6.9"
"tnm_stageIV",13.2,"3.29e-11","6.2 to 28.3"
"tnm_stageX",6.2,"2.37e-04","2.3 to 16.3"
"SLC22A14_cna",0.8,"1.29e-01","0.6 to 1.1"
"age.cat>=65",2.6,"5.40e-08","1.9 to 3.7"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.52e-02","1 to 3.1"
"tnm_stageIII",3.7,"1.72e-05","2 to 6.7"
"tnm_stageIV",13,"4.90e-11","6 to 27.9"
"tnm_stageX",6.5,"1.47e-04","2.5 to 17.2"
"SLC22A14_mut",0,"9.98e-01","0 to Inf"
"age.cat>=65",2.6,"1.17e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.59e-02","1 to 3.1"
"tnm_stageIII",3.8,"1.05e-05","2.1 to 6.9"
"tnm_stageIV",13.2,"3.52e-11","6.1 to 28.2"
"tnm_stageX",6.1,"2.44e-04","2.3 to 16.2"
"PIK3CA_cna",1.1,"7.03e-01","0.8 to 1.4"
"age.cat>=65",2.6,"1.07e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.80e-02","1 to 3.1"
"tnm_stageIII",3.8,"1.04e-05","2.1 to 6.9"
"tnm_stageIV",13.1,"3.99e-11","6.1 to 28.1"
"tnm_stageX",6.2,"2.30e-04","2.3 to 16.3"
"PIK3CA_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",2.6,"1.33e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.47e-02","1 to 3.1"
"tnm_stageIII",3.8,"9.24e-06","2.1 to 7"
"tnm_stageIV",13.2,"3.58e-11","6.1 to 28.2"
"tnm_stageX",6.1,"2.45e-04","2.3 to 16.2"
"CXCL9_cna",1.4,"6.10e-03","1.1 to 1.8"
"age.cat>=65",2.6,"1.11e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"3.49e-02","1 to 3.2"
"tnm_stageIII",4,"4.67e-06","2.2 to 7.3"
"tnm_stageIV",14.7,"7.23e-12","6.8 to 31.6"
"tnm_stageX",7,"8.69e-05","2.6 to 18.3"
"CXCL10_cna",1.4,"6.10e-03","1.1 to 1.8"
"age.cat>=65",2.6,"1.11e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"3.49e-02","1 to 3.2"
