"var","hr","pval","hr_ci95"
"nmdns_med.cathigh",0.8,"4.35e-01","0.4 to 1.5"
"age.cat>=65",1.3,"3.41e-01","0.8 to 2.1"
"gendermale",1.6,"8.74e-02","0.9 to 2.7"
"tnm_stageII",1.1,"7.58e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.76e-01","0.8 to 2.6"
"tnm_stageIV",1.5,"5.82e-01","0.4 to 6.4"
"nmdns_med.wt.catmed",0.7,"2.62e-01","0.4 to 1.3"
"nmdns_med.wt.cathigh",0.7,"2.84e-01","0.4 to 1.3"
"age.cat>=65",1.3,"3.12e-01","0.8 to 2.2"
"gendermale",1.6,"8.95e-02","0.9 to 2.6"
"tnm_stageII",1.1,"6.49e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.64e-01","0.8 to 2.7"
"tnm_stageIV",1.5,"5.73e-01","0.4 to 6.5"
"nmdns_mean.catmed",0.8,"5.01e-01","0.5 to 1.4"
"nmdns_mean.cathigh",0.6,"1.44e-01","0.3 to 1.2"
"age.cat>=65",1.2,"4.34e-01","0.7 to 2"
"gendermale",1.5,"1.15e-01","0.9 to 2.6"
"tnm_stageII",1.1,"7.10e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.69e-01","0.8 to 2.6"
"tnm_stageIV",1.7,"4.71e-01","0.4 to 7.4"
"nmdns_mean.wt.catmed",0.7,"1.17e-01","0.4 to 1.1"
"nmdns_mean.wt.cathigh",0.6,"1.03e-01","0.3 to 1.1"
"age.cat>=65",1.3,"2.88e-01","0.8 to 2.2"
"gendermale",1.5,"1.06e-01","0.9 to 2.6"
"tnm_stageII",1.2,"6.04e-01","0.7 to 2.1"
"tnm_stageIII",1.6,"1.29e-01","0.9 to 2.8"
"tnm_stageIV",1.6,"5.08e-01","0.4 to 7.1"
