"var","hr","pval","hr_ci95"
"tnm_stageIII",4.7,"4.38e-02","1 to 21.1"
"tnm_stageIV",12.1,"1.09e-03","2.7 to 53.8"
"TMB.cathigh",1.8,"1.00e-01","0.9 to 3.5"
"PDL1.catmed",0.9,"8.03e-01","0.4 to 2"
"PDL1.cathigh",0.5,"2.24e-01","0.2 to 1.5"
"nmdptc_med",1.1,"7.10e-01","0.7 to 1.6"
"age.cat>=65",1.6,"2.87e-01","0.7 to 3.7"
"gendermale",0.6,"1.33e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.99e-01","0.6 to 12.6"
"tnm_stageIII",4.7,"4.50e-02","1 to 20.9"
"tnm_stageIV",11.9,"1.16e-03","2.7 to 53"
"TMB.cathigh",1.8,"9.23e-02","0.9 to 3.5"
"PDL1.catmed",0.9,"7.62e-01","0.4 to 2"
"PDL1.cathigh",0.5,"2.04e-01","0.2 to 1.4"
"nmdptc_med.wt",0.9,"8.52e-01","0.5 to 1.7"
"age.cat>=65",1.6,"2.50e-01","0.7 to 3.9"
"gendermale",0.6,"1.43e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.99e-01","0.6 to 12.6"
"tnm_stageIII",4.7,"4.47e-02","1 to 21"
"tnm_stageIV",11.9,"1.15e-03","2.7 to 53.1"
"TMB.cathigh",1.8,"9.91e-02","0.9 to 3.4"
"PDL1.catmed",0.8,"6.50e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.68e-01","0.2 to 1.3"
"nmdptc_mean",1.1,"6.37e-01","0.7 to 1.7"
"age.cat>=65",1.6,"2.96e-01","0.7 to 3.7"
"gendermale",0.6,"1.34e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.96e-01","0.6 to 12.6"
"tnm_stageIII",4.7,"4.43e-02","1 to 21.1"
"tnm_stageIV",12,"1.12e-03","2.7 to 53.4"
"TMB.cathigh",1.8,"9.04e-02","0.9 to 3.5"
"PDL1.catmed",0.9,"7.89e-01","0.4 to 2"
"PDL1.cathigh",0.5,"2.04e-01","0.2 to 1.4"
"nmdptc_mean.wt",1,"8.71e-01","0.5 to 1.7"
