"var","hr","pval","hr_ci95"
"nmdfs_mean.wt.catmed",1.2,"6.62e-01","0.6 to 2.5"
"nmdfs_mean.wt.cathigh",0.6,"3.82e-01","0.2 to 1.8"
"age.cat>=65",1.5,"3.09e-01","0.7 to 3.6"
"gendermale",0.7,"3.02e-01","0.4 to 1.4"
"tnm_stageII",2.7,"2.04e-01","0.6 to 12.4"
"tnm_stageIII",4.4,"5.28e-02","1 to 19.8"
"tnm_stageIV",11.2,"1.52e-03","2.5 to 49.6"
"nmdns_max.catmed",2.3,"7.69e-02","0.9 to 5.6"
"nmdns_max.cathigh",1.7,"3.15e-01","0.6 to 5.2"
"age.cat>=65",1.6,"2.51e-01","0.7 to 3.7"
"gendermale",0.6,"1.83e-01","0.3 to 1.2"
"tnm_stageII",2.6,"2.10e-01","0.6 to 12.2"
"tnm_stageIII",4.4,"5.21e-02","1 to 19.8"
"tnm_stageIV",12,"1.08e-03","2.7 to 53.3"
"nmdns_n_decayed.catmed",1.5,"3.16e-01","0.7 to 3.4"
"nmdns_n_decayed.cathigh",1.9,"1.18e-01","0.8 to 4.4"
"age.cat>=65",1.6,"2.51e-01","0.7 to 3.8"
"gendermale",0.6,"1.48e-01","0.3 to 1.2"
"tnm_stageII",2.5,"2.35e-01","0.5 to 11.7"
"tnm_stageIII",4.3,"5.70e-02","1 to 19.4"
"tnm_stageIV",12.3,"9.69e-04","2.8 to 54.8"
"nmdns_frac_decayed.catmed",2,"8.19e-02","0.9 to 4.4"
"nmdns_frac_decayed.cathigh",1,"9.90e-01","0.4 to 2.6"
"age.cat>=65",1.8,"1.68e-01","0.8 to 4.1"
"gendermale",0.6,"1.74e-01","0.3 to 1.2"
"tnm_stageII",2.6,"2.27e-01","0.6 to 11.8"
"tnm_stageIII",4.8,"4.12e-02","1.1 to 21.5"
"tnm_stageIV",13.6,"6.27e-04","3 to 60.5"
"nmdns_med.catmed",2.3,"7.44e-02","0.9 to 5.8"
"nmdns_med.cathigh",2.4,"9.27e-02","0.9 to 6.6"
"age.cat>=65",1.8,"1.77e-01","0.8 to 4.1"
"gendermale",0.6,"1.56e-01","0.3 to 1.2"
"tnm_stageII",2.9,"1.79e-01","0.6 to 13.2"
"tnm_stageIII",4.6,"4.65e-02","1 to 20.6"
"tnm_stageIV",12.4,"9.60e-04","2.8 to 55.2"
"nmdns_med.wt.catmed",2.2,"6.94e-02","0.9 to 5.3"
"nmdns_med.wt.cathigh",1.4,"5.12e-01","0.5 to 3.8"
"age.cat>=65",1.7,"1.90e-01","0.8 to 4"
"gendermale",0.7,"2.12e-01","0.3 to 1.3"
"tnm_stageII",2.8,"1.89e-01","0.6 to 12.7"
"tnm_stageIII",4.8,"4.22e-02","1.1 to 21.4"
"tnm_stageIV",13.2,"7.27e-04","3 to 59.1"
"nmdns_mean.catmed",1.8,"2.09e-01","0.7 to 4.3"
"nmdns_mean.cathigh",2,"1.60e-01","0.8 to 5.1"
"age.cat>=65",1.7,"2.21e-01","0.7 to 3.9"
"gendermale",0.6,"1.58e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.90e-01","0.6 to 12.8"
"tnm_stageIII",4.2,"6.07e-02","0.9 to 19"
"tnm_stageIV",11.9,"1.11e-03","2.7 to 52.8"
"nmdns_mean.wt.catmed",2.1,"7.83e-02","0.9 to 4.8"
"nmdns_mean.wt.cathigh",1,"9.45e-01","0.3 to 2.7"
"age.cat>=65",1.7,"2.02e-01","0.7 to 3.9"
"gendermale",0.6,"1.90e-01","0.3 to 1.2"
"tnm_stageII",2.6,"2.14e-01","0.6 to 12"
"tnm_stageIII",4.4,"5.22e-02","1 to 19.9"
"tnm_stageIV",13.1,"7.22e-04","2.9 to 57.9"
