"var","hr","pval","hr_ci95"
"missense",1,"7.06e-01","1 to 1"
"age.cat>=65",2.7,"2.32e-01","0.5 to 13.7"
"TMB.cathigh",0.6,"5.39e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.49e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.14e-01","0 to 3.9"
"nonstop",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.6,"2.51e-01","0.5 to 13.2"
"TMB.cathigh",0.7,"5.94e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.72e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.29e-01","0 to 3.9"
"nonsense",1.1,"4.17e-01","0.9 to 1.4"
"age.cat>=65",2.9,"2.09e-01","0.6 to 15"
"TMB.cathigh",0.5,"4.63e-01","0.1 to 2.8"
"PDL1.catmed",0.4,"3.24e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.51e-01","0 to 4.1"
"frameshift",0.3,"7.25e-02","0.1 to 1.1"
"age.cat>=65",2.9,"1.99e-01","0.6 to 15"
"TMB.cathigh",1.2,"8.34e-01","0.2 to 5.6"
"PDL1.catmed",0.4,"3.18e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.62e-01","0 to 4.2"
"total",1,"7.01e-01","1 to 1"
"age.cat>=65",2.7,"2.31e-01","0.5 to 13.7"
"TMB.cathigh",0.6,"5.35e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.49e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.15e-01","0 to 3.9"
"GZMA",0.9,"6.72e-01","0.7 to 1.2"
"age.cat>=65",2.7,"2.25e-01","0.5 to 14"
"TMB.cathigh",0.6,"5.61e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"4.40e-01","0.1 to 2.7"
"PDL1.cathigh",0.5,"6.38e-01","0 to 7.2"
"PRF1",1,"9.11e-01","0.6 to 1.6"
"age.cat>=65",2.6,"2.47e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.99e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.56e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.66e-01","0 to 5.6"
"cyt",1,"8.14e-01","0.7 to 1.4"
"age.cat>=65",2.7,"2.29e-01","0.5 to 14"
"TMB.cathigh",0.6,"5.64e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"4.09e-01","0.1 to 2.6"
"PDL1.cathigh",0.5,"5.75e-01","0 to 6.7"
"nmdptc_max",1,"5.35e-01","0.9 to 1.2"
"age.cat>=65",2.6,"2.44e-01","0.5 to 13.5"
"TMB.cathigh",0.7,"7.10e-01","0.2 to 3.6"
"PDL1.catmed",0.4,"3.20e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.19e-01","0 to 3.9"
"nmdptc_n_decayed",1,"6.12e-01","1 to 1"
"age.cat>=65",2.7,"2.39e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"6.70e-01","0.1 to 3.4"
"PDL1.catmed",0.4,"3.18e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.08e-01","0 to 3.8"
"nmdptc_frac_decayed",10.6,"1.13e-01","0.6 to 194.8"
"age.cat>=65",3.4,"1.57e-01","0.6 to 18.1"
"TMB.cathigh",0.7,"6.20e-01","0.1 to 3.1"
"PDL1.catmed",0.4,"2.65e-01","0.1 to 2"
"PDL1.cathigh",0.5,"5.74e-01","0.1 to 5.2"
"nmdptc_med",1.2,"3.57e-01","0.8 to 1.8"
"age.cat>=65",2.7,"2.31e-01","0.5 to 14.1"
"TMB.cathigh",0.7,"6.85e-01","0.2 to 3.4"
"PDL1.catmed",0.4,"2.95e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.60e-01","0 to 4.2"
"nmdptc_med.wt",1.2,"3.32e-01","0.8 to 1.8"
"age.cat>=65",2.7,"2.31e-01","0.5 to 14.2"
"TMB.cathigh",0.7,"6.91e-01","0.2 to 3.4"
"PDL1.catmed",0.4,"2.88e-01","0.1 to 2.1"
"PDL1.cathigh",0.4,"4.44e-01","0 to 4"
"nmdptc_mean",1.2,"3.44e-01","0.8 to 1.8"
"age.cat>=65",2.7,"2.31e-01","0.5 to 14.2"
"TMB.cathigh",0.7,"6.98e-01","0.2 to 3.5"
"PDL1.catmed",0.4,"2.89e-01","0.1 to 2.1"
"PDL1.cathigh",0.4,"4.65e-01","0 to 4.2"
"nmdptc_mean.wt",1.2,"3.13e-01","0.8 to 1.9"
"age.cat>=65",2.7,"2.32e-01","0.5 to 14.2"
"TMB.cathigh",0.7,"7.02e-01","0.2 to 3.5"
"PDL1.catmed",0.4,"2.84e-01","0.1 to 2.1"
"PDL1.cathigh",0.4,"4.46e-01","0 to 4.1"
"nmdfs_max",1.1,"8.71e-02","1 to 1.3"
"age.cat>=65",3,"1.97e-01","0.6 to 15.6"
"TMB.cathigh",0.9,"8.86e-01","0.2 to 4.2"
"PDL1.catmed",0.4,"2.41e-01","0.1 to 2"
"PDL1.cathigh",0.4,"4.36e-01","0 to 4"
"nmdfs_n_decayed",1,"6.44e-02","1 to 1"
"age.cat>=65",3.2,"1.80e-01","0.6 to 16.9"
"TMB.cathigh",0.9,"8.37e-01","0.2 to 4"
"PDL1.catmed",0.3,"2.02e-01","0.1 to 1.8"
"PDL1.cathigh",0.4,"4.12e-01","0 to 3.8"
"nmdfs_frac_decayed",5.08858018060581e+29,"9.98e-01","0 to Inf"
"age.cat>=65",3.4,"1.60e-01","0.6 to 18.2"
"TMB.cathigh",0.6,"5.43e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"4.54e-01","0.1 to 2.7"
"PDL1.cathigh",0.7,"7.74e-01","0.1 to 7.3"
"nmdfs_med",1.6,"5.37e-02","1 to 2.5"
"age.cat>=65",3.2,"1.75e-01","0.6 to 17.6"
"TMB.cathigh",0.8,"7.67e-01","0.2 to 3.7"
"PDL1.catmed",0.4,"2.39e-01","0.1 to 2"
"PDL1.cathigh",0.5,"5.40e-01","0 to 4.8"
"nmdfs_med.wt",1.6,"5.26e-02","1 to 2.5"
"age.cat>=65",3.2,"1.77e-01","0.6 to 17.5"
"TMB.cathigh",0.8,"7.70e-01","0.2 to 3.7"
"PDL1.catmed",0.4,"2.37e-01","0.1 to 2"
"PDL1.cathigh",0.5,"5.28e-01","0 to 4.7"
"nmdfs_mean",1.6,"5.41e-02","1 to 2.5"
"age.cat>=65",3.2,"1.76e-01","0.6 to 17.6"
"TMB.cathigh",0.8,"7.66e-01","0.2 to 3.7"
"PDL1.catmed",0.4,"2.41e-01","0.1 to 2"
"PDL1.cathigh",0.5,"5.46e-01","0.1 to 4.9"
"nmdfs_mean.wt",1.6,"5.26e-02","1 to 2.5"
"age.cat>=65",3.2,"1.77e-01","0.6 to 17.5"
"TMB.cathigh",0.8,"7.70e-01","0.2 to 3.7"
"PDL1.catmed",0.4,"2.37e-01","0.1 to 2"
"PDL1.cathigh",0.5,"5.28e-01","0 to 4.7"
"nmdns_max",1,"6.60e-01","0.8 to 1.1"
"age.cat>=65",2.7,"2.28e-01","0.5 to 13.9"
"TMB.cathigh",0.6,"5.24e-01","0.1 to 2.8"
"PDL1.catmed",0.5,"3.70e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.20e-01","0 to 3.9"
"nmdns_n_decayed",1,"4.57e-01","1 to 1"
"age.cat>=65",2.7,"2.28e-01","0.5 to 13.8"
"TMB.cathigh",0.6,"4.91e-01","0.1 to 2.7"
"PDL1.catmed",0.5,"3.88e-01","0.1 to 2.5"
"PDL1.cathigh",0.4,"4.33e-01","0 to 4"
"nmdns_frac_decayed",5.1,"2.30e-01","0.4 to 73.2"
"age.cat>=65",2.7,"2.29e-01","0.5 to 14.1"
"TMB.cathigh",0.7,"6.32e-01","0.1 to 3.2"
"PDL1.catmed",0.4,"2.37e-01","0.1 to 1.9"
"PDL1.cathigh",0.4,"4.39e-01","0 to 4"
"nmdns_med",1,"9.19e-01","0.7 to 1.4"
"age.cat>=65",2.7,"2.38e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.92e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.52e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.27e-01","0 to 3.9"
"nmdns_med.wt",1,"9.37e-01","0.7 to 1.4"
"age.cat>=65",2.7,"2.38e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.90e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.54e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.27e-01","0 to 3.9"
"nmdns_mean",1,"9.95e-01","0.7 to 1.4"
"age.cat>=65",2.7,"2.37e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.84e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.59e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.25e-01","0 to 3.9"
"nmdns_mean.wt",1,"9.04e-01","0.7 to 1.4"
"age.cat>=65",2.7,"2.39e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.94e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.51e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.28e-01","0 to 3.9"
"TNFRSF4_cna",0.8,"8.47e-01","0.1 to 6.5"
"age.cat>=65",2.6,"2.56e-01","0.5 to 13.5"
"TMB.cathigh",0.7,"5.90e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.74e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.53e-01","0 to 4.2"
"CNKSR1_cna",5.4,"2.36e-01","0.3 to 89.4"
"age.cat>=65",2.9,"1.99e-01","0.6 to 15.2"
"TMB.cathigh",0.6,"5.17e-01","0.1 to 2.8"
"PDL1.catmed",0.4,"2.73e-01","0.1 to 2"
"PDL1.cathigh",0.3,"3.18e-01","0 to 3.2"
"FUBP1_cna",0.9,"9.02e-01","0.2 to 5.1"
"age.cat>=65",2.7,"2.39e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.80e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.51e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.28e-01","0 to 3.9"
"IL10_cna",0.7,"7.97e-01","0.1 to 9.2"
"age.cat>=65",2.8,"2.28e-01","0.5 to 14.4"
"TMB.cathigh",0.6,"5.69e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.50e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.23e-01","0 to 3.9"
"IRF6_cna",0.2,"2.77e-02","0.1 to 0.9"
"age.cat>=65",2.6,"2.75e-01","0.5 to 14.5"
"TMB.cathigh",0.5,"4.03e-01","0.1 to 2.6"
"PDL1.catmed",0.5,"4.02e-01","0.1 to 2.6"
"PDL1.cathigh",0.4,"4.26e-01","0 to 3.9"
"DNMT3A_cna",2.1,"3.56e-01","0.4 to 9.6"
"age.cat>=65",2.7,"2.30e-01","0.5 to 14.2"
"TMB.cathigh",0.6,"5.37e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"3.40e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.64e-01","0 to 4.2"
"DNMT3A_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.7,"2.29e-01","0.5 to 13.8"
"TMB.cathigh",0.7,"5.95e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.66e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.25e-01","0 to 3.9"
"SOS1_cna",3.9,"1.62e-01","0.6 to 27.1"
"age.cat>=65",2.8,"2.25e-01","0.5 to 14.6"
"TMB.cathigh",0.7,"6.72e-01","0.2 to 3.4"
"PDL1.catmed",0.5,"4.26e-01","0.1 to 2.6"
"PDL1.cathigh",0.5,"5.01e-01","0 to 4.6"
"CASP8_cna",4.2,"2.32e-01","0.4 to 45.3"
"age.cat>=65",2.8,"2.14e-01","0.5 to 14.6"
"TMB.cathigh",0.5,"3.70e-01","0.1 to 2.6"
"PDL1.catmed",0.5,"4.85e-01","0.1 to 3"
"PDL1.cathigh",0.4,"4.37e-01","0 to 4.1"
"CTLA4_cna",7.4,"9.25e-02","0.7 to 75.2"
"age.cat>=65",2.3,"3.31e-01","0.4 to 13"
"TMB.cathigh",0.4,"3.55e-01","0.1 to 2.5"
"PDL1.catmed",0.4,"3.14e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"3.73e-01","0 to 3.5"
"DNER_cna",2.1,"5.53e-01","0.2 to 22.7"
"age.cat>=65",2.7,"2.28e-01","0.5 to 14"
"TMB.cathigh",0.6,"5.18e-01","0.1 to 2.8"
"PDL1.catmed",0.5,"3.57e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"3.82e-01","0 to 3.6"
"PDCD1_cna",0.3,"8.45e-02","0.1 to 1.2"
"age.cat>=65",2.5,"2.80e-01","0.5 to 12.5"
"TMB.cathigh",0.7,"6.91e-01","0.2 to 3.4"
"PDL1.catmed",0.6,"4.83e-01","0.1 to 2.8"
"PDL1.cathigh",0.5,"5.59e-01","0 to 5.1"
"SLC22A14_cna",1.3,"8.24e-01","0.2 to 9.2"
"age.cat>=65",2.6,"2.51e-01","0.5 to 13.4"
"TMB.cathigh",0.7,"6.04e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.44e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.24e-01","0 to 3.9"
"PIK3CA_cna",1.2,"8.04e-01","0.3 to 3.9"
"age.cat>=65",2.7,"2.38e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"6.15e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.48e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.21e-01","0 to 3.9"
"CXCL9_cna",1,"9.96e-01","0.1 to 7.3"
"age.cat>=65",2.7,"2.38e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.82e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.58e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.24e-01","0 to 3.9"
"CXCL10_cna",1,"9.96e-01","0.1 to 7.3"
"age.cat>=65",2.7,"2.38e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.82e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.58e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.24e-01","0 to 3.9"
"CXCL11_cna",1,"9.96e-01","0.1 to 7.3"
"age.cat>=65",2.7,"2.38e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.82e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.58e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.24e-01","0 to 3.9"
"TET2_cna",1.7,"6.14e-01","0.2 to 12.3"
"age.cat>=65",2.6,"2.51e-01","0.5 to 13.1"
"TMB.cathigh",0.7,"6.08e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.82e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.37e-01","0 to 4"
"IL2_cna",1.4,"6.75e-01","0.3 to 7.4"
"age.cat>=65",2.6,"2.47e-01","0.5 to 13.4"
"TMB.cathigh",0.7,"6.20e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.65e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.29e-01","0 to 3.9"
"IRF1_cna",0.7,"6.71e-01","0.2 to 3.1"
"age.cat>=65",2.8,"2.23e-01","0.5 to 14.1"
"TMB.cathigh",0.7,"6.40e-01","0.1 to 3.2"
"PDL1.catmed",0.4,"3.24e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.08e-01","0 to 3.8"
"HAVCR2_cna",0.5,"5.31e-01","0.1 to 4.4"
"age.cat>=65",3,"1.91e-01","0.6 to 15.9"
"TMB.cathigh",0.7,"6.26e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.79e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.17e-01","0 to 3.8"
"HAVCR2_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.6,"2.41e-01","0.5 to 13.5"
"TMB.cathigh",0.7,"5.88e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.59e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.24e-01","0 to 3.9"
"TAP1_cna",4.1,"1.89e-01","0.5 to 33.8"
"age.cat>=65",2.5,"2.70e-01","0.5 to 12.6"
"TMB.cathigh",0.6,"5.41e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"4.36e-01","0.1 to 2.7"
"PDL1.cathigh",0.4,"3.84e-01","0 to 3.6"
"IFNGR1_cna",2.2,"5.12e-01","0.2 to 24.6"
"age.cat>=65",2.7,"2.33e-01","0.5 to 13.8"
"TMB.cathigh",0.6,"5.27e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"3.99e-01","0.1 to 2.5"
"PDL1.cathigh",0.4,"4.47e-01","0 to 4.1"
"MUC17_cna",0.6,"3.89e-01","0.2 to 1.9"
"age.cat>=65",2.5,"2.75e-01","0.5 to 12.7"
"TMB.cathigh",0.7,"7.06e-01","0.2 to 3.5"
"PDL1.catmed",0.5,"4.38e-01","0.1 to 2.7"
"PDL1.cathigh",0.4,"4.67e-01","0 to 4.3"
"MET_cna",0.5,"2.55e-01","0.2 to 1.6"
"age.cat>=65",2.8,"2.17e-01","0.5 to 14.5"
"TMB.cathigh",0.6,"5.59e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"3.60e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.27e-01","0 to 3.9"
"IDO1_cna",0.4,"8.73e-02","0.2 to 1.1"
"age.cat>=65",3,"1.82e-01","0.6 to 15"
"TMB.cathigh",0.8,"7.90e-01","0.2 to 3.8"
"PDL1.catmed",0.5,"3.36e-01","0.1 to 2.3"
"PDL1.cathigh",0.5,"5.57e-01","0 to 5.1"
"JAK2_cna",2.1,"3.66e-01","0.4 to 9.9"
"age.cat>=65",2.4,"2.91e-01","0.5 to 12.7"
"TMB.cathigh",0.7,"6.60e-01","0.2 to 3.3"
"PDL1.catmed",0.5,"3.62e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"3.80e-01","0 to 3.6"
"CD274_cna",2.1,"3.60e-01","0.4 to 10.1"
"age.cat>=65",2.4,"2.93e-01","0.5 to 12.7"
"TMB.cathigh",0.7,"6.60e-01","0.2 to 3.3"
"PDL1.catmed",0.5,"3.62e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"3.83e-01","0 to 3.6"
"COL5A1_cna",2.1,"3.61e-01","0.4 to 9.9"
"age.cat>=65",2.4,"2.99e-01","0.5 to 12.4"
"TMB.cathigh",0.7,"6.34e-01","0.2 to 3.2"
"PDL1.catmed",0.5,"3.79e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.21e-01","0 to 3.9"
"ARID5B_cna",0.8,"7.23e-01","0.2 to 3.5"
"age.cat>=65",2.6,"2.61e-01","0.5 to 13.3"
"TMB.cathigh",0.6,"5.52e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"4.11e-01","0.1 to 2.6"
"PDL1.cathigh",0.4,"4.51e-01","0 to 4.2"
"OVOL1_cna",0.5,"5.15e-01","0.1 to 4.4"
"age.cat>=65",2.6,"2.46e-01","0.5 to 13.5"
"TMB.cathigh",0.6,"5.73e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.69e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.62e-01","0 to 4.2"
"LAG3_cna",0.7,"6.98e-01","0.2 to 3.4"
"age.cat>=65",2.7,"2.32e-01","0.5 to 13.8"
"TMB.cathigh",0.7,"6.15e-01","0.1 to 3.1"
"PDL1.catmed",0.4,"3.22e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.00e-01","0 to 3.7"
"ARID2_cna",2,"4.12e-01","0.4 to 10.3"
"age.cat>=65",2.6,"2.41e-01","0.5 to 13.3"
"TMB.cathigh",0.7,"5.95e-01","0.1 to 3"
"PDL1.catmed",0.5,"4.67e-01","0.1 to 2.8"
"PDL1.cathigh",0.5,"5.14e-01","0 to 4.8"
"ARID2_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.7,"2.32e-01","0.5 to 13.7"
"TMB.cathigh",0.7,"5.90e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.59e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.30e-01","0 to 3.9"
"IFNG_cna",0.8,"7.75e-01","0.1 to 4.3"
"age.cat>=65",2.7,"2.29e-01","0.5 to 14"
"TMB.cathigh",0.7,"6.00e-01","0.1 to 3.1"
"PDL1.catmed",0.4,"3.35e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.07e-01","0 to 3.8"
"TCP11L2_cna",1.1,"9.58e-01","0.2 to 6.9"
"age.cat>=65",2.7,"2.37e-01","0.5 to 13.7"
"TMB.cathigh",0.6,"5.79e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.54e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.23e-01","0 to 3.9"
"B2M_cna",1.4,"7.01e-01","0.2 to 8.2"
"age.cat>=65",2.7,"2.30e-01","0.5 to 13.9"
"TMB.cathigh",0.6,"5.69e-01","0.1 to 2.9"
"PDL1.catmed",0.4,"3.29e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"3.96e-01","0 to 3.7"
"B2M_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.7,"2.36e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.82e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.54e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.26e-01","0 to 3.9"
"TP53_cna",1.1,"8.21e-01","0.4 to 3.5"
"age.cat>=65",2.7,"2.30e-01","0.5 to 13.9"
"TMB.cathigh",0.6,"5.61e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.41e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.16e-01","0 to 3.8"
"TP53_mut",1.6,"5.67e-01","0.3 to 8"
"age.cat>=65",2.7,"2.31e-01","0.5 to 14"
"TMB.cathigh",0.7,"6.02e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.63e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.33e-01","0 to 4"
"TMEM88_cna",0.9,"8.24e-01","0.3 to 2.6"
"age.cat>=65",2.6,"2.60e-01","0.5 to 13.5"
"TMB.cathigh",0.7,"6.26e-01","0.1 to 3.2"
"PDL1.catmed",0.5,"3.97e-01","0.1 to 2.6"
"PDL1.cathigh",0.4,"4.48e-01","0 to 4.1"
"MYOCD_cna",2.5,"3.02e-01","0.4 to 13.6"
"age.cat>=65",3,"1.88e-01","0.6 to 15.6"
"TMB.cathigh",0.5,"4.44e-01","0.1 to 2.6"
"PDL1.catmed",0.4,"3.13e-01","0.1 to 2.2"
"PDL1.cathigh",0.3,"3.39e-01","0 to 3.3"
"NCOR1_cna",4.3,"1.29e-01","0.7 to 28.9"
"age.cat>=65",3,"1.86e-01","0.6 to 15.7"
"TMB.cathigh",0.5,"3.88e-01","0.1 to 2.4"
"PDL1.catmed",0.4,"2.47e-01","0.1 to 2"
"PDL1.cathigh",0.3,"2.83e-01","0 to 3"
"NCOR1_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.7,"2.37e-01","0.5 to 13.6"
"TMB.cathigh",0.7,"5.92e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.56e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.22e-01","0 to 3.9"
"NF1_cna",0.7,"7.32e-01","0.1 to 5.2"
"age.cat>=65",2.6,"2.59e-01","0.5 to 13.2"
"TMB.cathigh",0.6,"5.74e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"3.60e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.34e-01","0 to 4"
"ALPK2_cna",0.8,"7.37e-01","0.3 to 2.6"
"age.cat>=65",2.7,"2.27e-01","0.5 to 14.1"
"TMB.cathigh",0.6,"5.62e-01","0.1 to 2.9"
"PDL1.catmed",0.4,"3.28e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.15e-01","0 to 3.8"
"LPAR2_cna",1.3,"8.40e-01","0.1 to 14.1"
"age.cat>=65",2.7,"2.30e-01","0.5 to 14"
"TMB.cathigh",0.6,"5.72e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.48e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.16e-01","0 to 3.9"
"TGFB1_cna",0.4,"3.29e-01","0.1 to 2.6"
"age.cat>=65",2.6,"2.51e-01","0.5 to 13.8"
"TMB.cathigh",0.7,"5.91e-01","0.1 to 3"
"PDL1.catmed",0.4,"3.23e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.26e-01","0 to 3.9"
"CIC_cna",0.3,"2.05e-02","0.1 to 0.8"
"age.cat>=65",3.3,"1.71e-01","0.6 to 17.9"
"TMB.cathigh",0.6,"5.31e-01","0.1 to 2.9"
"PDL1.catmed",0.4,"2.82e-01","0.1 to 2.1"
"PDL1.cathigh",0.5,"5.15e-01","0 to 4.7"
"CSNK2A1_cna",0.5,"4.35e-01","0.1 to 2.6"
"age.cat>=65",2.7,"2.34e-01","0.5 to 14"
