"","cancertype","nmdmetric","diff","pval","qval"
"198","THCA","nmdptc_med.wt",0.0272731758420737,0.813308993336286,0.924214765154871
"199","THCA","nmdptc_mean",0.00268512237683531,0.542454079421449,0.739710108301976
"200","THCA","nmdptc_mean.wt",-0.0311570705948273,0.805784773707068,0.921225674095304
"201","THCA","nmdfs_frac_decayed",0,0.180508294106248,0.365895190755908
"202","THCA","nmdfs_med",-0.222788093457354,0.564299697016592,0.744882640755229
"203","THCA","nmdfs_med.wt",-0.350541297897102,0.451908514952936,0.655996231383294
"204","THCA","nmdfs_mean",-0.319521518988123,0.617925214369978,0.785498153860142
"205","THCA","nmdfs_mean.wt",-0.350541297897102,0.499229321473943,0.697680728767933
"206","THCA","nmdns_frac_decayed",0,0.441120838007416,0.649942756772189
"207","THCA","nmdns_med",-0.672885796258618,0.94987768457915,0.974617974531791
"208","THCA","nmdns_med.wt",-0.672885796258618,0.872115385634714,0.957199813501515
"209","THCA","nmdns_mean",-0.672885796258618,0.9725754204651,0.981298069975998
"210","THCA","nmdns_mean.wt",-0.672885796258618,0.835652245548077,0.944832940946318
"211","UCEC","nmdptc_frac_decayed",0.0171279671413823,0.0578661256241873,0.151393933319095
"212","UCEC","nmdptc_med",0.216864528270165,0.0041867000355245,0.0214092615452957
"213","UCEC","nmdptc_med.wt",0.430765195452038,0.00178641690562666,0.0118218765813529
"214","UCEC","nmdptc_mean",0.336581189283558,0.000686859685598306,0.00637930155818719
"215","UCEC","nmdptc_mean.wt",0.604316313088453,0.000713676130847899,0.00637930155818719
"216","UCEC","nmdfs_frac_decayed",0.0871501757189002,0.000737163735612742,0.00637930155818719
"217","UCEC","nmdfs_med",0.252544301058127,0.0153433698731833,0.0523069427494887
"218","UCEC","nmdfs_med.wt",0.565744027497162,0.00502452117795227,0.0235524430216513
"219","UCEC","nmdfs_mean",0.247736669185427,0.00145699571419693,0.00994752457758237
"220","UCEC","nmdfs_mean.wt",0.563080443463857,0.00660536914443093,0.0275223714351289
"221","UCEC","nmdns_frac_decayed",0.0848215134003175,0.00363593302349606,0.0194782126258717
"222","UCEC","nmdns_med",0.362738686972165,0.00210149586979819,0.0132273028222444
"223","UCEC","nmdns_med.wt",0.998070171429897,0.000604485277651619,0.00618223579416428
"224","UCEC","nmdns_mean",0.328338129041014,0.000536706046231616,0.00575042192391017
"225","UCEC","nmdns_mean.wt",0.872429978166698,5.38520050978719e-05,0.000757293821688824
